Temperature (K),Luminosity (L/Lo),Radius (R/Ro),Absolute magnitude (Mv),Star type,Star category,Star color,Spectral Class 
2803,0.00037679501850638975,0.16849328045335538,24.14637504982025,4,n,"Red,Blue",G
2493,0.0007087464692980976,0.11627620482252252,15.696880440849137,5,D,white,M
2203,0.0010256248532124217,0.18326613320304028,17.74347713064171,3,B,yellow-orange,M
2738,0.001494030419188498,0.16664912215752736,21.315460359149597,2,w,Yellow,M
2555,0.0008700861599199235,0.10684283099609343,16.29298306599486,3,w,white,G
2873,0.0016661709678907526,0.10488466952582357,21.599957818294147,1,w,white,K
2809,0.0015855730772740425,0.10278229234414069,22.830481765325647,0,B,"Red,Blue",M
2395,0.0020367027574847013,0.17385937396896034,24.670976423688096,5,n,Yellow,A
2512,0.002377590356278774,0.12473771413450287,17.34452991691064,4,o,Yellow,F
2133,0.00015422656532259574,0.15599837158898133,17.2269099220788,4,B,Yellow,F
2153,0.001712862268543583,0.10503380838046115,23.191207856063144,3,a,yellow-orange,K
2221,0.002460598570737345,0.186472452195456,22.93173269571546,5,a,Yellow,B
2320,0.0002933205876721017,0.17897108673426487,15.969157567379714,0,f,white,O
2677,0.0010985852575464646,0.14638140172252806,19.32917140936332,1,D,Yellow,K
2099,0.001280573819198559,0.15026037964682287,19.480667881079118,3,B,Yellow,F
2532,0.0022559003930699966,0.11694564956127551,16.156453401684043,1,f,Yellow,K
2048,0.0016560967857400847,0.1413273186887484,22.96295311496344,0,D,"Red,Blue",G
2631,0.00014767873173626207,0.1065531205471993,16.172811387702048,0,w,white,F
2475,0.001649034756927501,0.1689158161567555,22.3178205746817,1, ,yellow-orange,M
2452,0.00061368365071509,0.11349767845379177,15.595840258476274,3, ,white,A
2803,0.00200092078208456,0.11518666069010391,21.386699999479514,5,o,"Red,Blue",O
2744,0.00010676293606264587,0.137714767461806,24.005932517422362,5, ,"Red,Blue",F
2607,0.0020820250896694554,0.19197094863261868,17.23638129687174,3,r,"Red,Blue",B
2780,0.0017119277797955222,0.15384200151330069,16.444556018011884,0,r,"Red,Blue",K
2725,0.0010213261813431262,0.15600438837756034,23.607051416662756,5,D,yellow-orange,K
2862,0.0007324202622735971,0.12762855337221235,17.83580904961504,2,n,yellow-orange,A
2873,0.00010352778735433433,0.10306080253731513,15.955852876875596,4,n,"Red,Blue",G
2984,0.0024930628066643415,0.10002290876955743,23.966759855453745,2,a,white,B
2200,0.0013385539989386739,0.10196616857030545,19.78963648144844,1,D,yellow-orange,G
2691,0.0007175656499765698,0.18867571123877563,22.115221788672116,1,w,white,K
2867,0.0008620673379868296,0.15148956670908797,23.958774385193323,0,w,"Red,Blue",M
2781,0.001718653874844412,0.18597720080842536,23.225473586332058,1,n,Yellow,F
2156,0.0006994577816992343,0.18672035190048666,19.435374163725506,3,w,yellow-orange,O
2554,0.0017144678248860554,0.10638515498720641,15.765783913970306,5, ,white,A
2215,0.001234451468298701,0.13753579651082534,18.467874899781204,0,r,Yellow,G
2765,0.002078897910290631,0.1629654958965094,25.05633252227478,4,r,white,K
2361,0.0002778198226192819,0.13321059935776336,24.15162537102968,5,D,"Red,Blue",B
2937,0.0014992533811954381,0.12136234315055007,16.20419323228561,5,w,yellow-orange,F
2004,0.001282639621453861,0.14015936870531717,17.471638520387295,1,w,Yellow,G
2879,0.001752435485999467,0.1562500957324614,16.705049436434024,3,n,white,K
2846,0.000552219192067705,0.16038981893707682,17.502062488764732,5,r,white,A
2299,0.0011033135331615339,0.10412346823288947,24.39980732323999,0,o,Yellow,O
2982,0.0008117056633990683,0.1896439379877175,16.427275003146935,2,w,"Red,Blue",O
2054,0.0008778059489272271,0.13461820493579546,24.26087476293187,3,w,white,F
2815,0.0022246662474348327,0.17042761602569984,17.817827732819598,2,B,white,A
2791,0.0024401029728973655,0.16988919117744364,19.81699460177354,2,o,yellow-orange,B
2707,0.0005653381640790134,0.1298968485989896,18.478246210893293,5,w,"Red,Blue",B
2557,0.001864951093665159,0.154865081377922,23.810111053054676,5,w,white,A
2177,0.0010495216675686825,0.182080223684913,23.370556408739834,0,B,white,M
2960,0.0005366048490161254,0.11398836093651876,18.564317301146897,2,n,yellow-orange,A
2827,0.0002621998939024069,0.18424076380788584,22.335123293865948,2,f,"Red,Blue",A
2029,0.0007542150617450267,0.11913045972729802,19.98495381572273,2,f,Yellow,K
2448,0.001984063482167784,0.17344084494060025,20.969869091365005,3,n,Yellow,M
2506,0.0004546098792244,0.15007764336505613,17.940711160498715,0,r,"Red,Blue",F
2565,0.0023868345019165405,0.10869888247056475,22.049992774565112,2,a,white,G
2695,0.00014497388710507295,0.15419250066015627,21.122116180960568,3,D,white,O
2801,0.00015365472422758863,0.10863064766541958,16.031158656960468,0, ,"Red,Blue",M
2707,0.0019980880729359436,0.12699709240236629,25.001620544260003,1, ,yellow-orange,M
2164,0.0015801025937956796,0.14308985630853097,23.077606106022785,1,w,white,B
2490,0.0006373170034376871,0.1535111448549973,20.167158953744813,5,n,"Red,Blue",B
2682,0.002478104500625237,0.12347940588586312,15.13130293580698,2,r,yellow-orange,B
2520,0.001739137623420419,0.15950105900179828,21.70951996888346,3,r,yellow-orange,K
2954,0.0019527384966242217,0.14350943216961437,18.73216989361304,5,a,white,B
2537,0.000865594652130416,0.13401266721476127,17.718241977878677,0,a,"Red,Blue",A
2514,0.0011745202442412755,0.17377511420716632,18.204992857664095,3,w,Yellow,F
2106,0.001558495143781252,0.17548992416663176,15.648052281545121,5,r,Yellow,M
2149,0.002422109346830187,0.14971996559636147,16.43894004695474,1,w,Yellow,O
2613,0.0002515667107539196,0.12242728874298231,19.940718878893325,3,w,Yellow,F
2501,0.0008486705312605805,0.17181261083559057,20.73791128085025,5,r,white,K
2193,0.0012593857415291745,0.17633901234647037,17.227277461857152,5,D,Yellow,A
2471,0.001097772583083573,0.1735222182588108,22.909187733356777,0,D,"Red,Blue",K
2246,0.002472360814013903,0.12972443433458675,16.334702827616418,4,r,Yellow,K
2278,0.0014733387449111267,0.18342355755417739,17.222221151967453,2,B,Yellow,B
2071,0.0024134161307379338,0.11782478573656158,16.5561973050504,4,o,"Red,Blue",A
2799,0.0024874118852550075,0.10861565349905537,15.37014671577724,2,a,"Red,Blue",A
2991,0.002101832652872688,0.14600982208671648,15.122228079428277,4,a,Yellow,A
2095,0.0002514713957276452,0.10645400675140725,24.27804411334558,4,B,Yellow,O
2605,0.0018030904356991508,0.17236669512989117,16.823261907137645,4,D,Yellow,F
2084,0.0015612349581665289,0.13461796386193353,23.926799162219112,3,n,white,B
2791,0.002085126276925604,0.11993218610755792,23.480432155846938,4,a,white,K
2406,0.002262938410386626,0.19800731135770586,16.030929691398494,5,w,Yellow,G
2035,0.0011881811948455335,0.1600493226192838,23.465520411539,0,r,white,O
2360,0.002269262584057227,0.18379996312941813,21.86795695218741,1,w,Yellow,F
2870,0.0006930028285241209,0.16919407521863178,15.552866654758912,5, ,Yellow,G
2386,0.00039532492157047196,0.1978044241714359,17.461028540479557,5,w,"Red,Blue",K
2195,0.0009528748332638819,0.16348884670412023,19.653927932451527,0,n,Yellow,K
2546,0.0015534818473443332,0.1901352928024098,25.024052230492142,5,B,yellow-orange,M
2281,0.0018999203090354047,0.17527998181180204,16.613464366049595,0,a,Yellow,G
2644,0.0008982107180659472,0.13324294664710604,16.226579113479474,3,w,Yellow,M
2909,0.0011365092193166171,0.18260311268819396,16.401408531651366,2,D,"Red,Blue",K
2691,0.0008600510488206492,0.11406596770213057,16.503434624975384,5,D,"Red,Blue",K
2336,0.0019188636888132313,0.15015851150975634,20.63078153746924,4,w,white,A
2022,0.00014699736672609242,0.11936320868468317,19.607227361489887,5,w,"Red,Blue",M
2983,0.0017039494968456126,0.15448902217429916,25.02478689680948,4,r,Yellow,F
2705,0.0003216052420732564,0.1397464791977335,18.385886403890808,3,f,white,K
2700,0.0014126671158383218,0.16996983156618112,15.902634781201694,3,a,white,M
2335,0.0012533020115566965,0.1424136089754236,19.625193090823643,3,B,"Red,Blue",G
2070,0.001480892524586884,0.10741639283036887,22.639547502785863,3,n,"Red,Blue",K
2769,0.0018208595399776554,0.11779055423607705,16.67595517165101,5,n,yellow-orange,B
2121,0.00047660015083228116,0.1403921812156594,23.07864462660062,5,r,Yellow,K
2604,0.0018212017267903167,0.16656751061175512,22.223541472605735,5,D,white,O
2398,0.00111463914322753,0.1709858944090636,16.686701152756537,2,o,white,O
2512,0.0016242821244575668,0.13127794009664392,23.854801053677157,0,r,yellow-orange,G
2953,0.0021819018468956803,0.15456416326632177,15.90744478945072,0,w,Yellow,O
2285,0.001105483404902254,0.12745934664705277,17.789345187939997,4,a,"Red,Blue",A
2114,0.0005525238242822566,0.13699316052217247,21.262219982858042,0,B,white,B
2237,0.00169844071444646,0.16885129460287226,16.479737927666026,2,o,yellow-orange,M
2192,0.0020946665536054837,0.10394381886880823,18.570736223160345,3,a,yellow-orange,K
2698,0.0007514545823722316,0.14256559095031612,21.60349416054138,5,B,"Red,Blue",A
2651,0.002444810073430344,0.16861107382888302,20.889329717903596,3,r,Yellow,A
2917,0.00041183317905903096,0.1664569966001554,24.5269549666467,5, ,yellow-orange,M
2778,0.0009766932652436908,0.14012706739788264,18.537941442816344,2,n,"Red,Blue",F
2101,0.0006103808200969066,0.1949633572632668,17.3411233586186,4,a,yellow-orange,B
2721,0.0004696357485433816,0.1827596154859659,18.128101164456076,0,a,Yellow,G
2765,0.0001492732277632392,0.13426249723936723,21.694807591271907,2,D,Yellow,F
2035,0.0020887019344852883,0.11956360177941253,21.855564410111043,3,o,white,G
2626,0.0012497288632446028,0.1794560549975358,21.259916446630662,5, ,"Red,Blue",O
2589,0.0023854983923973904,0.14390137651690277,21.45917670128854,2,r,Yellow,A
2590,0.0004823456697482697,0.1718614510108041,16.34125169515749,3,n,white,F
2000,0.0014152362175250382,0.16707729893059237,23.902520310572047,5,r,"Red,Blue",F
2938,0.0004379434147120787,0.12900261115259148,22.147986640764586,3,a,yellow-orange,O
2849,0.0006031123514177349,0.16883153890295813,20.975186199561982,5,B,Yellow,F
2501,0.0004627797846103778,0.17191458834182197,18.447608843131214,1,w,Yellow,K
2073,0.0005153431176714738,0.16452350169962088,24.24798173608545,2,w,yellow-orange,F
2649,0.0004020430567123742,0.12974863006608134,16.783546675723215,5,r,"Red,Blue",B
2660,0.0010734612665189928,0.19327978882679708,15.640049101849769,2,a,"Red,Blue",O
2484,0.0009596523573674736,0.16494262060817838,23.6783278695209,0,w,Yellow,A
2691,0.0016759279206575396,0.14340270480497155,23.72007100387337,5,n,"Red,Blue",O
2114,0.0024920189426369424,0.14010167605072604,22.62859254473011,4,a,white,M
2836,0.002135162482290462,0.12804262778324582,21.566096372635386,3,D,"Red,Blue",B
2536,0.00010560998932692077,0.12127902135461073,24.601443312390266,0,w,yellow-orange,A
2411,0.0008660212403168101,0.1423351922009779,17.34271240494007,2,r,"Red,Blue",B
2668,0.0009241467567240467,0.17538548090050401,19.09272376120283,5,a,yellow-orange,F
2880,0.0003777015136145257,0.13930324449958548,19.325227338993727,3,D,"Red,Blue",A
2712,0.0005753907133954618,0.17188605579304603,19.576896277377784,5,r,Yellow,A
2173,0.0006248024069812622,0.18407110914297448,15.11385685576366,0,B,Yellow,M
2499,0.002206778198466131,0.10894618836833671,15.984230376393665,3,w,yellow-orange,O
2385,0.0005020399336825762,0.15693311786022437,19.839287668912544,4,r,"Red,Blue",B
2390,0.0020444581633560785,0.11275809430625106,20.830278758772764,3,o,yellow-orange,M
2117,0.001589992549078684,0.18477346630866698,19.845200144759275,3,n,white,M
2247,0.0005648434830869664,0.17739634365770762,20.373374271891766,1,o,yellow-orange,B
2071,0.0015316004928754917,0.1300534376218771,21.31434911831363,4,r,Yellow,F
2505,0.0004499696283653302,0.18975298363972032,24.53952049061523,5,n,white,O
2836,0.0006945661863014984,0.13742102355333358,22.40076154158143,3, ,white,K
2359,0.0023277196953721516,0.1356343844937593,20.398038982046113,5,f,yellow-orange,M
2816,0.001869280661477879,0.19844655005708303,20.454085943126685,0,f,"Red,Blue",B
2994,0.0006516163827967355,0.16667498122228724,19.618885640804116,5,w,"Red,Blue",G
2336,0.0020372189833262585,0.13759126574215463,24.74452658362208,4,D,white,M
2035,0.0021502641652323407,0.1852272909341081,21.745968714428034,5,a,"Red,Blue",B
2415,0.00040484723260862215,0.14313953977372276,21.345254327699706,4,n,"Red,Blue",G
2094,0.0002778406325291383,0.12337658060031712,16.98775710979978,2,n,Yellow,O
2277,0.002133112332894218,0.1893970516114743,21.023090454285036,0,a,yellow-orange,A
2496,0.00020635463211310986,0.1504792638054182,16.4069729999789,5,r,white,F
2576,0.0011146191203743156,0.18982656981966992,20.145219808705008,3,B,white,F
2593,0.0018686450886867426,0.1998006279483171,15.364415981912943,2,r,Yellow,A
2059,0.0014888787682324532,0.15756642725199357,22.495879859653805,3,n,Yellow,B
2162,0.0022395259578556082,0.1206981790710917,21.668560109731988,4,r,yellow-orange,B
2959,0.00040294894016660367,0.1833055416978191,15.380471759370382,2,w,"Red,Blue",A
2677,0.00010700030887670744,0.19514892507815967,21.06769822398022,1,r,yellow-orange,A
2124,0.0019528237034799412,0.1270427998386032,23.572131013004004,2,n,"Red,Blue",F
2508,0.00149661984584135,0.12234446340890691,20.225815831003423,2, ,"Red,Blue",A
2609,0.00016346853252898638,0.17029836606049503,17.63894041778489,1, ,yellow-orange,B
2115,0.0012146179043048147,0.1272521503901876,19.331722493311794,1,o,white,M
2333,0.0016126053303407392,0.13137371671134485,22.15092856237229,1, ,"Red,Blue",B
2562,0.0014474269791928227,0.1995141816916803,19.63825721842692,0, ,"Red,Blue",K
2023,0.0014203120102063032,0.1633232758370541,16.36358269008203,5,o,"Red,Blue",A
2238,0.002190659706147794,0.10998456075581631,17.667903696832113,1,r,"Red,Blue",K
2627,0.0007864600299081994,0.11724624738494183,16.997272840013007,3,a,white,B
2042,0.0011614122789579502,0.17968807273945778,16.84690069513912,2,w,Yellow,G
2605,0.0002972468290049811,0.18555774039303485,22.94120951478104,3,w,yellow-orange,O
2768,0.001692030898003456,0.10064098548948447,22.94628875385176,4,w,white,M
2360,0.002117090418755372,0.17458721943177397,22.682592531474956,1,a,"Red,Blue",A
2560,0.0021543622092348104,0.1841375267809302,20.347826965635544,2,r,Yellow,B
2207,0.0005945624610509649,0.16915702613883285,17.84761802701001,5,a,"Red,Blue",M
2016,0.00027686338491428634,0.13550501333341386,22.064517117004385,3,n,"Red,Blue",F
2301,0.000547693844846383,0.19665332781805903,17.344762364486392,4,w,yellow-orange,F
2465,0.0019957054908061453,0.18576038659271324,21.64478904838472,4,w,"Red,Blue",A
2788,0.000964725011344635,0.19680141303779336,16.88072564924324,1,D,Yellow,F
2254,0.0016145951903625657,0.12871536893201885,23.563015483292943,2,w,Yellow,B
2913,0.0010805023518154506,0.14169170314150625,19.198007271227123,4,w,Yellow,F
2628,0.002363204702740597,0.1212761836959108,17.445701826603262,3,D,"Red,Blue",M
2231,0.0005807689348042017,0.14204008364516987,19.087726526823758,2,o,Yellow,O
2638,0.0014333977960494756,0.15110794070854655,20.466261072892106,5,a,Yellow,B
2305,0.001823459970229362,0.19713140862791156,22.927728488353328,3,r,"Red,Blue",K
2796,0.000544730014105881,0.19186906546040017,20.159327338008627,0,r,Yellow,K
2482,0.0015979976949491524,0.14931924347894565,21.139957234383562,5, ,yellow-orange,M
2317,0.0021723131150294434,0.12715469434894844,22.160761805698513,5,r,white,A
2955,0.0018187479558571774,0.13654019969510456,20.41079772775759,0,w,Yellow,A
2099,0.0017645371280425202,0.15023744699727837,18.51538276261558,2,r,"Red,Blue",B
2426,0.002386612711026565,0.14373637284729315,16.62040864239414,0, ,yellow-orange,A
2711,0.0003834488640993782,0.17882147644280988,22.75035964913323,3,f,yellow-orange,F
2548,0.0009254112590342786,0.18796957954997073,20.989078431103934,0,a,yellow-orange,O
2067,0.00012896870189243464,0.1712550632295617,20.220222566633225,4,n,white,O
2905,0.0020935549634341927,0.18185817005383792,15.731797776127694,3,r,"Red,Blue",K
2076,0.0023071011524008244,0.12784754065242523,16.763129104089906,2,w,"Red,Blue",M
2015,0.0004599687458640035,0.18858694341784857,16.561167025951033,0,w,yellow-orange,F
2042,0.00015250545222146865,0.11345406441568824,15.881204116182033,5,w,yellow-orange,K
2917,0.0015271127009906886,0.18199054784542484,15.76552226747406,2,r,white,G
2591,0.0019921718871376295,0.1807852589714691,17.7717797948454,5,f,Yellow,F
2676,0.0024983221548410726,0.13821210357754377,17.963078194902593,1, ,"Red,Blue",F
2260,0.00050435489566436,0.11394827679730649,19.505763369728342,5,w,Yellow,O
2759,0.0013162143842126676,0.1714216844210834,23.072059142077734,5,a,white,O
2991,0.00033864276727900075,0.11692713340206462,19.069156297716727,5,r,Yellow,A
2384,0.0010877935378845547,0.15260926450405776,18.528269369855916,3,n,yellow-orange,O
2638,0.0019576298559446574,0.18893448267391116,17.092966279266488,1,a,white,M
2199,0.0016609979486525853,0.16018825598800762,15.977444246620133,1,a,yellow-orange,K
2174,0.0021299111882351527,0.19598161945888837,16.813277096286093,5,r,Yellow,A
2438,0.000530875253274477,0.1622934335127235,18.666082073499723,4,f,Yellow,F
2777,0.0006719376945377873,0.10841332879241931,22.224322387768154,1,a,white,K
2512,0.0019075422283065184,0.12143740849511186,18.891447248706193,5,f,yellow-orange,G
2223,0.0011320714221337105,0.13281892383586172,24.361779030502266,3,n,"Red,Blue",F
2485,0.0009886090924129337,0.14216381646773188,24.979223925172565,2,B,Yellow,M
2867,0.002110125096161959,0.16595037640646787,20.451220419992893,0,n,Yellow,K
2130,0.001162063772134256,0.19538651401957724,19.782579878371084,0,r,"Red,Blue",F
2037,0.0011842991017075087,0.10583836709402021,17.936545674168077,5,r,white,G
2057,0.0017388213148885414,0.11050690707017839,20.11233891871264,1,D,"Red,Blue",G
2820,0.00148927819416234,0.18875729756918153,16.822715124241885,3,w,"Red,Blue",B
2604,0.00033152642315845376,0.17070316424097404,16.452273810690812,2,B,"Red,Blue",B
2559,0.001725887229687234,0.13633512864836803,24.578316387830135,3,a,yellow-orange,B
2189,0.0007945152767891244,0.10854234626070593,22.436015477919117,3,f,yellow-orange,G
2430,0.001363226616631497,0.1923658983394782,24.648007737765305,0,o,Yellow,G
2379,0.0004850906753953016,0.17142921367586286,17.470449866402546,0,w,Yellow,K
2496,0.0013645967303481876,0.1780514631342482,24.785164840915748,3,a,Yellow,B
2327,0.00035550590613443056,0.15124155910213935,22.721493537926293,5, ,"Red,Blue",K
2581,0.0001867195596960161,0.17913347632933363,24.491492102874254,1,r,yellow-orange,G
2673,0.0010351738378318726,0.14369701300006973,19.52412446446707,1,f,white,O
2138,0.0014651908070480242,0.1385523780774684,16.250790463989592,4,n,white,A
2557,0.002494819999539613,0.1672970388959409,16.795082339984173,0,f,Yellow,A
2588,0.0013572730414571183,0.19641825127292004,22.74220635132013,0, ,"Red,Blue",F
2646,0.001147140513404526,0.17635042750495356,16.072173368429535,0,w,white,M
2208,0.00021838469903970897,0.19838465602558839,20.972959139727834,3,f,yellow-orange,A
2342,0.0008866362634867042,0.13717105643952787,15.10418047567655,0, ,white,O
2992,0.0018414993933624365,0.1297698362760143,20.921059918054326,0,o,Yellow,B
2844,0.0024159243254579343,0.1222192903060682,16.559572313972065,2,f,yellow-orange,G
2172,0.0021846172927471054,0.13606938781128128,24.56305460494311,4,w,"Red,Blue",F
2194,0.0024115988583086213,0.17338206689693142,16.236628363436864,5, ,yellow-orange,B
2880,0.0019063960334448676,0.11674920428200956,18.938727632203978,5,D,"Red,Blue",F
2861,0.0010333660406977763,0.14884593463213616,19.80907193007947,3,D,Yellow,A
2985,0.0014407185191450717,0.16987153205221286,18.451759190406484,5,D,yellow-orange,B
2715,0.0014762468938156078,0.16031640107489933,18.57050667827051,1,w,white,F
2717,0.0007264646400321044,0.15097524330798226,17.314714120884236,5,r,Yellow,M
2454,0.0019912980790642307,0.16363886203939587,19.16993296320928,0,n,yellow-orange,O
2634,0.0011660130920303723,0.15851863142793957,24.443693290795636,5,w,"Red,Blue",K
2563,0.0022117700478835552,0.15576259429742592,15.459991177286044,5,D,yellow-orange,O
2293,0.0004853270922437349,0.14140133482787803,22.920174243463382,4,r,Yellow,F
2540,0.0013433271447696271,0.18842396227240513,18.714340367489733,0,o,yellow-orange,O
2262,0.002089287228911763,0.17528528413383976,22.13992108480569,2,w,white,A
2516,0.0011070283989049723,0.15824278197020014,16.67556508334029,2,r,"Red,Blue",K
2854,0.002035511209654695,0.12842197438292366,21.22314028730237,4,D,Yellow,K
2138,0.001713236466119652,0.17071539991636936,20.823827542358515,0,o,white,F
2347,0.002408862201908781,0.1126691719222358,18.621032022060362,2,o,yellow-orange,K
2917,0.00015867859145708563,0.1405908310998778,17.602452596782694,0,n,"Red,Blue",K
2424,0.002153014024008869,0.12786564591954855,21.201670283388967,0,f,Yellow,A
2403,0.0007921491501033137,0.17840300540890464,23.397556712414563,2,n,Yellow,M
2027,0.0011578143675302572,0.12710493014377186,16.31196939963432,0,f,"Red,Blue",A
2744,0.0005951190833322316,0.10630704295160909,24.44766485920313,3,B,Yellow,G
2085,0.0014022537723532979,0.11376624654439621,23.01691088156275,5,r,"Red,Blue",K
2756,0.002211392662557053,0.1251386347969906,24.90011444851467,0,o,"Red,Blue",A
2985,0.001000070573096958,0.1839432827298525,15.349069418133622,4,f,white,F
2798,0.002384430824754759,0.12210233034974652,19.14906891176655,3,B,yellow-orange,A
2704,0.0006120089071566855,0.1040331546867159,18.919472024408286,0,B,Yellow,G
2920,0.0006793362995581821,0.14842079440251726,24.40423133937776,2,r,yellow-orange,F
2778,0.0006955767992107822,0.17975794164264247,16.247062620677767,4, ,yellow-orange,F
2748,0.0003281818277339829,0.19090911575331612,15.418513718079945,4,o,white,A
2971,0.0011378613751806927,0.11634585525955946,24.5067388739363,5,n,Yellow,B
2889,0.0008019523510806616,0.10662634138744487,23.754848848112402,5,w,"Red,Blue",B
2597,0.0015733883050852127,0.17469436607703692,21.616775410258544,2,a,Yellow,B
2209,0.001807212592432607,0.1731272423299467,22.158607883315895,0,o,Yellow,B
2775,0.002035746422038248,0.11571458928193075,17.888835116621237,1,D,"Red,Blue",A
2001,0.001607002441589442,0.12581229939806043,25.052598925079437,3, ,Yellow,B
2219,0.0014503212875314256,0.17124149752154472,24.200460567933675,0, ,white,F
2087,0.0008020397390474717,0.19117853947253458,17.410025913589326,4,n,yellow-orange,O
2943,0.000709664957594319,0.18151787949374754,22.33259781861871,2,B,"Red,Blue",O
2931,0.0021385558782935367,0.17100473829080526,17.12417802174826,5, ,white,G
2601,0.0019033695675030901,0.14452592717603335,16.90141865703506,2,w,white,M
2262,0.0006277026643358346,0.1201280003564745,15.99057876442239,3,o,Yellow,F
2343,0.001060553831727985,0.13516682874568342,24.728765455115052,4,f,Yellow,M
2300,0.0008859462269756258,0.1616093902390006,17.587141915683535,0, ,Yellow,M
2988,0.000678053185483843,0.10998731387474564,19.483107703895577,3,o,yellow-orange,G
2910,0.002420777567058975,0.16842593198738381,18.26371842193791,4,w,yellow-orange,F
2834,0.0021587620256561303,0.10827678471419305,19.56190373184932,1,w,white,B
2090,0.002052891526455836,0.1869111048729821,23.31530225751643,0,B,yellow-orange,O
2764,0.0012832244313639254,0.1885875401714802,19.479594269459273,0,a,white,B
2375,0.0023171075811741224,0.18916072101934117,17.25837714905272,5,n,yellow-orange,K
2107,0.0022324915776003734,0.12296988936784706,18.202729447620023,4, ,white,G
2536,0.0007178942345808866,0.170722280127193,15.739085555285781,5,r,white,A
2735,0.0016558621160708425,0.10234120863813143,23.096496734526593,1,f,Yellow,B
2950,0.0006369064137729223,0.15827393426163086,18.41894350297768,5,o,"Red,Blue",F
2268,0.0005594236158446178,0.17080209990037046,22.029330561916304,3,B,white,G
2327,0.00038716286202434484,0.12382382830007022,23.789075122769923,3,o,white,G
2541,0.0010176416857092124,0.11800149308977949,24.2662328596235,4,w,yellow-orange,M
2906,0.0019380943794994796,0.1758676339513267,18.644471987890654,5,w,white,O
2674,0.0012992862582502606,0.12131494108616847,16.070536248961215,4,B,"Red,Blue",G
2762,0.00203626232308728,0.15588647555874005,18.05812880373879,5,o,yellow-orange,O
2432,0.0007458521876911257,0.10495719147942761,17.29434718542268,3,D,Yellow,F
2944,0.002477019213910017,0.14079781610149236,21.970613993855565,4,w,Yellow,B
2051,0.0003807338706884349,0.14371591814485776,23.23522990978262,2,f,Yellow,B
2231,0.001404474728353031,0.12028503050873567,23.00860723208872,2,w,"Red,Blue",K
2172,0.0005530654986114788,0.1105905238114017,18.925192766194613,4,r,white,B
2769,0.00026933347449223507,0.19192139659534205,22.3131624178855,5,a,"Red,Blue",O
2187,0.0008586704847508439,0.10077429261638539,22.463771610302892,5,w,"Red,Blue",G
2847,0.0006186135217545998,0.1450627978742896,18.898106504796537,5,B,yellow-orange,G
2576,0.0007784412340061178,0.11621656065481728,15.556470407637878,1,n,Yellow,G
2367,0.0010433153606749363,0.1906994452954861,15.882121420400809,4,r,Yellow,O
2055,0.0016056900458495012,0.13016683713257154,21.315404418754195,0,f,yellow-orange,B
2096,0.0023961476546714234,0.17233679237464924,23.11437737326522,4,w,Yellow,K
2134,0.0016314423429507141,0.1948632231681726,16.411516396492217,3,f,yellow-orange,A
2971,0.002461305560174357,0.10947623963377921,20.077900623549876,0,r,white,F
2434,0.0024569020770239575,0.15307862260222732,19.90951036307229,4,o,"Red,Blue",G
2886,0.0009332960982739976,0.15475254221979587,20.457635300521165,5,r,yellow-orange,A
2323,0.0015454455338070573,0.10418634817542978,21.619623329861103,4,o,white,G
2702,0.0015598347399912776,0.11785614653606635,24.325694495645475,4,D,yellow-orange,A
2430,0.0023722669812477307,0.11627893588726036,20.0799537761733,2,a,yellow-orange,A
2326,0.0010611467309234745,0.13719496017247024,19.403759399167576,4, ,yellow-orange,O
2174,0.00012306805088656622,0.1173843612505827,21.684802908914442,4,w,Yellow,O
2849,0.0019557385285047077,0.17826415059236259,24.385508746121992,2,a,yellow-orange,A
2370,0.00016877564065879573,0.10426850267671325,19.386020974989567,2,a,"Red,Blue",O
2274,0.0018600858273454357,0.16889498866824615,23.500901583025872,5,n,"Red,Blue",B
2988,0.002102063236468685,0.10392831798829166,23.508982733961048,4,n,yellow-orange,O
2172,0.0017308030727693827,0.15245293133315718,23.044260243123958,2,D,Yellow,K
2432,0.000845584066700731,0.17056513695195874,22.822306793852675,1,w,Yellow,O
2363,0.0021073600275448045,0.1063680733115696,19.517602267674185,3,D,white,M
2266,0.0018421348012043336,0.14024585979222648,15.956683805047074,5,D,"Red,Blue",O
2641,0.001225953262960744,0.12368022727349426,20.082730136501127,0, ,Yellow,A
2228,0.001806007159822428,0.16858175013581309,22.9080033945478,1,B,Yellow,M
2839,0.0002975869437305585,0.17012777655874567,16.46904546447381,3,B,"Red,Blue",O
2686,0.0001160358409705662,0.13755841650606151,16.23411675755882,5,w,Yellow,F
2064,0.0005595381583920274,0.11968155335335258,15.915314854796698,4,n,yellow-orange,B
2577,0.002417045697908971,0.17515736858057412,24.619964921979253,1,D,"Red,Blue",A
2869,0.0001348694473166032,0.11176932292507852,15.198878919994028,5,w,white,A
2230,0.0007331026256772639,0.10186504954267356,22.048284907604067,4,w,Yellow,K
2338,0.0021390869266148453,0.18205519728929917,15.707293160653196,0,w,white,F
2300,0.0012719917428304956,0.18629166319754958,16.421369821401683,2,f,"Red,Blue",A
2820,0.0019060776761227695,0.16734023079564936,18.645446758458334,5,n,"Red,Blue",F
2846,0.0006926949036492775,0.1886750054286048,15.496505059228516,4,B,yellow-orange,M
2822,0.0019984201178989756,0.1663012135198249,15.930384115858612,4,r,white,F
2641,0.001246898685651129,0.19432373022031174,16.984341720889088,0, ,Yellow,M
